Trans. Date,Post Date,Description,Amount,Category
04/21/2016,04/21/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02160R",11.19,"Gasoline"
04/21/2016,04/21/2016,"SUPERAMERICA 4359 ST PAUL MN02159R",5.77,"Gasoline"
04/22/2016,04/22/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",15.43,"Merchandise"
04/23/2016,04/23/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",28.59,"Merchandise"
04/23/2016,04/23/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02356R",7.54,"Gasoline"
04/24/2016,04/24/2016,"HLU*HULU 15643209-U HULU.COM/BILLCAHLU*HULU 15643209-U",7.99,"Services"
04/24/2016,04/24/2016,"PIZZA HUT #30215 612-721-4022 MN",30.00,"Restaurants"
04/25/2016,04/25/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",15.43,"Merchandise"
04/26/2016,04/26/2016,"INTEREST CHARGE ON PURCHASES",129.61,"Interest"
04/26/2016,04/27/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",9.62,"Supermarkets"
04/26/2016,04/27/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02685R",4.51,"Gasoline"
04/27/2016,04/27/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",15.43,"Merchandise"
04/27/2016,04/27/2016,"MYFICO COM 8003194433 CA",14.95,"Merchandise"
04/27/2016,04/27/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02777R",7.54,"Gasoline"
04/27/2016,04/27/2016,"TARGET SAINT PAUL MN",16.37,"Supermarkets"
04/28/2016,04/28/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
04/28/2016,04/28/2016,"GITHUB.COM 9ENSZ 415-448-6673 CA",7.00,"Merchandise"
04/29/2016,04/29/2016,"COMCAST CABLE COMM 800-COMCAST MN8772106005163146BA0428",50.78,"Services"
04/29/2016,04/29/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",28.65,"Merchandise"
04/29/2016,04/29/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",33.64,"Supermarkets"
04/29/2016,04/29/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02921R",5.15,"Gasoline"
04/29/2016,04/29/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02997R",33.97,"Gasoline"
04/30/2016,04/30/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",7.64,"Merchandise"
05/01/2016,05/01/2016,"NOKOMIS TRUE VALUE HDWR MINNEAPOLIS MN",42.52,"Home Improvement"
05/01/2016,05/01/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",9.80,"Supermarkets"
05/02/2016,05/02/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",22.31,"Supermarkets"
05/02/2016,05/02/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00220R",10.23,"Gasoline"
05/02/2016,05/02/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00210R",13.29,"Gasoline"
05/03/2016,05/03/2016,"JIMMY JOHNS # 305 - E FALCON HEIGHTMN",20.00,"Restaurants"
05/03/2016,05/03/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00332R",13.29,"Gasoline"
05/04/2016,05/04/2016,"CASHBACK BONUS REDEMPTION PYMT/STMT CRDT",-24.66,"Awards and Rebate Credits"
05/04/2016,05/04/2016,"INTERNET PAYMENT - THANK YOU",-500.00,"Payments and Credits"
05/04/2016,05/04/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00472R",8.60,"Gasoline"
05/05/2016,05/05/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",17.27,"Supermarkets"
05/05/2016,05/05/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00594R",5.80,"Gasoline"
05/05/2016,05/05/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00527R",10.06,"Gasoline"
05/06/2016,05/06/2016,"BP#8453540NORTH STAR XPR NORHTWOOD IA",4.37,"Gasoline"
05/06/2016,05/06/2016,"BP#8453540NORTH STAR XPR NORHTWOOD IA",10.88,"Gasoline"
05/06/2016,05/06/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",10.92,"Supermarkets"
05/06/2016,05/06/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00632R",5.80,"Gasoline"
05/06/2016,05/06/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00629R",6.99,"Gasoline"
05/07/2016,05/07/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",20.32,"Merchandise"
05/07/2016,05/07/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",7.76,"Supermarkets"
05/07/2016,05/07/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",29.90,"Supermarkets"
05/07/2016,05/07/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00709R",14.30,"Gasoline"
05/08/2016,05/08/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",24.74,"Supermarkets"
05/08/2016,05/08/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00826R",13.66,"Gasoline"
05/09/2016,05/09/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",18.17,"Merchandise"
05/09/2016,05/09/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",9.58,"Supermarkets"
05/09/2016,05/09/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00991R",6.99,"Gasoline"
05/10/2016,05/10/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
05/11/2016,05/11/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",18.17,"Merchandise"
05/12/2016,05/12/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",8.24,"Merchandise"
05/13/2016,05/13/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",25.49,"Merchandise"
05/13/2016,05/13/2016,"U-HAUL OF MINNEAPOLI MINNEAPOLIS MN",46.74,"Travel/ Entertainment"
05/15/2016,05/15/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",16.34,"Supermarkets"
05/15/2016,05/15/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01561R",8.17,"Gasoline"
05/16/2016,05/16/2016,"CBI*PARALLELS 800-799-9570 IL91794444",107.76,"Merchandise"
05/17/2016,05/17/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",19.09,"Supermarkets"
05/17/2016,05/17/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01765R",5.80,"Gasoline"
05/18/2016,05/18/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",16.66,"Supermarkets"
05/18/2016,05/18/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01897R",5.77,"Gasoline"
05/18/2016,05/18/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01870R",8.48,"Gasoline"
05/18/2016,05/18/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01898R",9.68,"Gasoline"
05/19/2016,05/19/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",26.98,"Supermarkets"
05/19/2016,05/19/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",28.65,"Supermarkets"
05/19/2016,05/19/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01931R",4.31,"Gasoline"
05/19/2016,05/19/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01968R",6.99,"Gasoline"
05/19/2016,05/19/2016,"SUPERAMERICA 4359 ST PAUL MN01906R",5.19,"Gasoline"
05/20/2016,05/20/2016,"ENVIRONMENT MINNESOTA DENVER COENVIRONMENT MINNESOTA",15.00,"Services"
05/20/2016,05/20/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",5.36,"Supermarkets"
05/20/2016,05/20/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02084R",6.99,"Gasoline"
05/20/2016,05/20/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02041R",9.68,"Gasoline"
05/21/2016,05/21/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",10.40,"Supermarkets"
05/21/2016,05/21/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",24.74,"Supermarkets"
05/21/2016,05/21/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02123R",9.68,"Gasoline"
05/21/2016,05/21/2016,"TARGET SAINT PAUL MN",21.46,"Supermarkets"
05/21/2016,05/21/2016,"TJ'S BOBBY & STEVES AUTO MINNEAPOLIS MN",5.15,"Gasoline"
05/22/2016,05/22/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",17.05,"Supermarkets"
05/22/2016,05/22/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02206R",8.48,"Gasoline"
05/22/2016,05/22/2016,"TARGET SAINT PAUL MN",13.99,"Supermarkets"
05/23/2016,05/23/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",20.32,"Merchandise"
05/23/2016,05/23/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",20.43,"Supermarkets"
05/23/2016,05/23/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02372R",5.74,"Gasoline"
05/23/2016,05/23/2016,"WMV*MATCH.COM 800-326-5161 TX531842667",119.94,"Merchandise"
05/24/2016,05/24/2016,"HLU*HULU 15643209-U HULU.COM/BILLCAHLU*HULU 15643209-U",7.99,"Services"
05/24/2016,05/24/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",18.17,"Merchandise"
05/24/2016,05/24/2016,"SQC*EMILY BROWN 415-375-3176 CA",15.96,"Services"
05/24/2016,05/24/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02446R",11.86,"Gasoline"
05/26/2016,05/26/2016,"INTEREST CHARGE ON PURCHASES",137.66,"Interest"
05/26/2016,05/27/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
05/26/2016,05/27/2016,"HOLIDAY STNSTORE 0341 ST. PAUL MN",10.04,"Gasoline"
05/26/2016,05/27/2016,"HOLIDAY STNSTORE 0341 ST. PAUL MN",13.91,"Gasoline"
05/26/2016,05/27/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
05/27/2016,05/27/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",18.17,"Merchandise"
05/27/2016,05/27/2016,"MYFICO COM 8003194433 CA",14.95,"Merchandise"
05/28/2016,05/28/2016,"GITHUB.COM 9ENSZ 415-448-6673 CA",7.00,"Merchandise"
05/28/2016,05/28/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",18.17,"Merchandise"
05/29/2016,05/29/2016,"COMCAST CABLE COMM 800-COMCAST MN8772106005163146BA0528",50.78,"Services"
05/29/2016,05/29/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",11.80,"Supermarkets"
05/29/2016,05/29/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",16.12,"Supermarkets"
05/30/2016,05/30/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
05/30/2016,05/30/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
05/30/2016,05/30/2016,"NOKOMIS TRUE VALUE HDWR MINNEAPOLIS MN",6.45,"Home Improvement"
05/30/2016,05/30/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN03086R",9.68,"Gasoline"
05/31/2016,05/31/2016,"GRANITE CITY -ROSEVILLE ROSEVILLE MN",14.00,"Restaurants"
05/31/2016,05/31/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN03195R",5.74,"Gasoline"
06/01/2016,06/01/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",25.98,"Supermarkets"
06/01/2016,06/01/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00177R",2.68,"Gasoline"
06/02/2016,06/02/2016,"CASHBACK BONUS REDEMPTION PYMT/STMT CRDT",-14.68,"Awards and Rebate Credits"
06/02/2016,06/02/2016,"INTERNET PAYMENT - THANK YOU",-2000.00,"Payments and Credits"
06/02/2016,06/02/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
06/02/2016,06/02/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",12.61,"Supermarkets"
06/02/2016,06/02/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00234R",11.13,"Gasoline"
06/03/2016,06/03/2016,"JIMMY JOHNS # 305 - E FALCON HEIGHTMN",20.00,"Restaurants"
06/03/2016,06/03/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",20.92,"Merchandise"
06/03/2016,06/03/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",7.38,"Supermarkets"
06/03/2016,06/03/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00311R",9.51,"Gasoline"
06/03/2016,06/03/2016,"WALGREENS #13690 SAINT PAUL MN",4.29,"Merchandise"
06/04/2016,06/04/2016,"BLUE DOOR U MINNEAPOLIS MN",20.00,"Restaurants"
06/04/2016,06/04/2016,"BP#8453540NORTH STAR XPR NORHTWOOD IA",4.37,"Gasoline"
06/04/2016,06/04/2016,"BP#8453540NORTH STAR XPR NORHTWOOD IA",47.32,"Gasoline"
06/04/2016,06/04/2016,"D S LIQUORS NORTHWOOD IA",18.23,"Merchandise"
06/04/2016,06/04/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00491R",9.51,"Gasoline"
06/05/2016,06/05/2016,"MCDONALD'S F1406 MINNEAPOLIS MN",7.21,"Restaurants"
06/05/2016,06/05/2016,"STATION 280 SAINT PAUL MN",15.00,"Restaurants"
06/05/2016,06/05/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00536R",3.86,"Gasoline"
06/05/2016,06/05/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00594R",4.31,"Gasoline"
06/06/2016,06/06/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
06/06/2016,06/06/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",27.49,"Supermarkets"
06/06/2016,06/06/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00628R",9.68,"Gasoline"
06/07/2016,06/07/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
06/07/2016,06/07/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
06/09/2016,06/09/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
06/09/2016,06/09/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00948R",4.31,"Gasoline"
06/10/2016,06/10/2016,"INTERNET PAYMENT - THANK YOU",-2450.00,"Payments and Credits"
06/10/2016,06/10/2016,"INTERNET PAYMENT - THANK YOU",-800.00,"Payments and Credits"
06/10/2016,06/10/2016,"JIMMY JOHNS # 305 - E FALCON HEIGHTMN",20.00,"Restaurants"
06/10/2016,06/10/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
06/10/2016,06/10/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",8.71,"Supermarkets"
06/10/2016,06/10/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01001R",4.31,"Gasoline"
06/10/2016,06/10/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01076R",4.31,"Gasoline"
06/11/2016,06/11/2016,"IN *MINNEHAHA FALLS NU 612-7245453 MNA0E18IKF",16.13,"Home Improvement"
06/11/2016,06/11/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",14.30,"Merchandise"
06/11/2016,06/11/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",5.04,"Supermarkets"
06/11/2016,06/11/2016,"STATION 280 SAINT PAUL MN",20.00,"Restaurants"
06/11/2016,06/11/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01159R",4.31,"Gasoline"
06/11/2016,06/11/2016,"WALGREENS #13690 SAINT PAUL MN",47.85,"Merchandise"
06/12/2016,06/12/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",44.12,"Supermarkets"
06/13/2016,06/13/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
06/13/2016,06/13/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
06/13/2016,06/13/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01364R",4.31,"Gasoline"
06/13/2016,06/13/2016,"TARGET SAINT PAUL MN",29.88,"Supermarkets"
06/14/2016,06/14/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
06/15/2016,06/15/2016,"MCDONALD'S F1406 MINNEAPOLIS MN",8.83,"Restaurants"
06/15/2016,06/15/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
06/15/2016,06/15/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",15.43,"Merchandise"
06/16/2016,06/16/2016,"AMAZON.COM AMZN.COM/BILLWALZWPRF2U5B7",51.52,"Merchandise"
06/16/2016,06/16/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01637R",30.77,"Gasoline"
06/17/2016,06/17/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
06/17/2016,06/17/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
06/17/2016,06/17/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01755R",4.31,"Gasoline"
06/18/2016,06/18/2016,"BLAINE COUNTRY STORE BLAINE MN01808R",2.97,"Supermarkets"
06/18/2016,06/18/2016,"CUB FOODS #1598 BLAINE MN",48.68,"Supermarkets"
06/18/2016,06/18/2016,"ENVIRONMENT MINNESOTA 800-401-6511 COENVIRONMENT MINNESOTA",15.00,"Services"
06/18/2016,06/18/2016,"HOLIDAY STNSTORE 0223 HAM LAKE MN",4.49,"Gasoline"
06/18/2016,06/18/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",20.92,"Merchandise"
06/18/2016,06/18/2016,"MOTOMART BLAINE 3306 BLAINE MN01839R",4.20,"Gasoline"
06/19/2016,06/19/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",16.09,"Supermarkets"
06/20/2016,06/20/2016,"HOLIDAY STNSTORE 0341 ST. PAUL MN",4.31,"Gasoline"
06/20/2016,06/20/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",24.29,"Supermarkets"
06/21/2016,06/21/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
06/21/2016,06/21/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",6.07,"Supermarkets"
06/21/2016,06/21/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02156R",4.31,"Gasoline"
06/22/2016,06/22/2016,"HOLIDAY STNSTORE 0341 ST. PAUL MN",4.31,"Gasoline"
06/22/2016,06/22/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",15.43,"Merchandise"
06/22/2016,06/22/2016,"TARGET SAINT PAUL MN",10.58,"Supermarkets"
06/23/2016,06/23/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
06/23/2016,06/23/2016,"MCDONALD'S F1406 MINNEAPOLIS MN",6.11,"Restaurants"
06/23/2016,06/23/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",12.07,"Supermarkets"
06/24/2016,06/24/2016,"HLU*HULU 15643209-U HULU.COM/BILLCAHLU*HULU 15643209-U",7.99,"Services"
06/24/2016,06/24/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",18.17,"Merchandise"
06/24/2016,06/24/2016,"RUSTY TACO SAINT P SAINT PAUL MN",10.00,"Restaurants"
06/24/2016,06/24/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02404R",6.99,"Gasoline"
06/25/2016,06/27/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",23.28,"Merchandise"
06/25/2016,06/27/2016,"TJ'S BOBBY & STEVES AUTO MINNEAPOLIS MN",7.21,"Gasoline"
06/26/2016,06/26/2016,"INTEREST CHARGE ON PURCHASES",119.30,"Interest"
06/26/2016,06/27/2016,"BP#8775546COMO RAYMOND B SAINT PAUL MN",4.31,"Gasoline"
06/26/2016,06/27/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",15.60,"Supermarkets"
06/26/2016,06/27/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02656R",3.23,"Gasoline"
06/27/2016,06/27/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
06/27/2016,06/27/2016,"MYFICO COM 8003194433 CA",14.95,"Merchandise"
06/27/2016,06/27/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",15.61,"Supermarkets"
06/27/2016,06/27/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02709R",5.48,"Gasoline"
06/28/2016,06/28/2016,"BURNETT DAIRY COOP GRANTSBURG WI",31.75,"Merchandise"
06/28/2016,06/28/2016,"GITHUB.COM 9ENSZ 415-448-6673 CA",7.00,"Merchandise"
06/28/2016,06/28/2016,"GRANTSBURG SINCLAIR GRANSTSBURG WI",4.20,"Gasoline"
06/28/2016,06/28/2016,"KOZY KITCHEN GRANTSBURG WI",15.00,"Restaurants"
06/28/2016,06/28/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",18.17,"Merchandise"
06/29/2016,06/29/2016,"COMCAST CABLE COMM 800-COMCAST MN8772106005163146BA0628",50.78,"Services"
06/29/2016,06/29/2016,"ELEVATED MPLS MINNEAPOLIS MN",24.24,"Merchandise"
06/30/2016,06/30/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",26.44,"Merchandise"
07/01/2016,07/01/2016,"AMAZON VIDEO ON DEMAND AMZN.COM/BILLWAD14G511VS9N",12.99,"Merchandise"
07/01/2016,07/01/2016,"AMAZON VIDEO ON DEMAND AMZN.COM/BILLWAM68AG67DM9M",14.99,"Merchandise"
07/01/2016,07/01/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",16.51,"Merchandise"
07/02/2016,07/02/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",18.17,"Merchandise"
07/03/2016,07/03/2016,"PIZZA HUT #30215 612-721-4022 MN",30.00,"Restaurants"
07/04/2016,07/04/2016,"LUMOSITY.COM*16070462 877-777-0502 CALUMOSITY.COM*16070462",59.95,"Merchandise"
07/04/2016,07/04/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",14.30,"Merchandise"
07/04/2016,07/04/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",6.25,"Supermarkets"
07/05/2016,07/05/2016,"GOOGLE *MUSIC G.CO/PAYHELP#CAP0AL5PAA",8.99,"Merchandise"
07/05/2016,07/05/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
07/06/2016,07/06/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",19.45,"Supermarkets"
07/07/2016,07/07/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00754R",6.99,"Gasoline"
07/07/2016,07/07/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00786R",8.48,"Gasoline"
07/08/2016,07/08/2016,"CASHBACK BONUS REDEMPTION PYMT/STMT CRDT",-15.42,"Awards and Rebate Credits"
07/08/2016,07/08/2016,"INTERNET PAYMENT - THANK YOU",-2700.00,"Payments and Credits"
07/08/2016,07/08/2016,"NELSON'S CHEESE & DELI ST PAUL MN",9.75,"Supermarkets"
07/08/2016,07/08/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",10.26,"Supermarkets"
07/08/2016,07/08/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00850R",6.07,"Gasoline"
07/08/2016,07/08/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00804R",6.99,"Gasoline"
07/08/2016,07/08/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00860R",27.58,"Gasoline"
07/09/2016,07/09/2016,"MCDONALD'S F37237 MOOSE LAKE MN",8.19,"Restaurants"
07/09/2016,07/09/2016,"MINIT MART #562 MOOSE LAKE MN",5.56,"Gasoline"
07/10/2016,07/10/2016,"COMFORT INN DULUTH MN",262.40,"Travel/ Entertainment"
07/10/2016,07/10/2016,"HOLIDAY STNSTORE 0422 DULUTH MN",12.93,"Gasoline"
07/10/2016,07/10/2016,"KWIK TRIP 00002246691 DULUTH MN",4.66,"Gasoline"
07/10/2016,07/10/2016,"MCDONALD'S F37237 MOOSE LAKE MN",16.83,"Restaurants"
07/10/2016,07/10/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",21.16,"Supermarkets"
07/10/2016,07/10/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01000R",36.47,"Gasoline"
07/10/2016,07/10/2016,"WAL-MART SC - #1447 SUPERIOR WI",66.65,"Merchandise"
07/11/2016,07/11/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01128R",6.99,"Gasoline"
07/11/2016,07/11/2016,"TARGET SAINT PAUL MN",16.73,"Supermarkets"
07/12/2016,07/12/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",10.87,"Supermarkets"
07/12/2016,07/12/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01281R",9.68,"Gasoline"
07/12/2016,07/12/2016,"TARGET MINNEAPOLIS MN",64.13,"Supermarkets"
07/13/2016,07/13/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",19.28,"Supermarkets"
07/13/2016,07/13/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01332R",6.99,"Gasoline"
07/14/2016,07/14/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",10.68,"Supermarkets"
07/14/2016,07/14/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01413R",14.40,"Gasoline"
07/15/2016,07/15/2016,"BP#8453540NORTH STAR XPR NORHTWOOD IA",9.28,"Gasoline"
07/15/2016,07/15/2016,"BP#8453540NORTH STAR XPR NORHTWOOD IA",19.53,"Gasoline"
07/15/2016,07/15/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",11.56,"Merchandise"
07/15/2016,07/15/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",8.72,"Supermarkets"
07/16/2016,07/16/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",20.92,"Merchandise"
07/16/2016,07/16/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01646R",6.99,"Gasoline"
07/17/2016,07/17/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",7.17,"Supermarkets"
07/18/2016,07/18/2016,"ENVIRONMENT MINNESOTA 800-401-6511 COENVIRONMENT MINNESOTA",15.00,"Services"
07/18/2016,07/18/2016,"HOLIDAY STNSTORE 0341 ST. PAUL MN",8.88,"Gasoline"
07/18/2016,07/18/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",11.56,"Merchandise"
07/19/2016,07/19/2016,"DRI*VMWARE MY.VMWARE.COMMN",86.21,"Merchandise"
07/19/2016,07/19/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",11.56,"Merchandise"
07/19/2016,07/19/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",8.67,"Supermarkets"
07/19/2016,07/19/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01955R",6.99,"Gasoline"
07/20/2016,07/20/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
07/20/2016,07/20/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
07/20/2016,07/20/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",11.13,"Supermarkets"
